PlayerID,Name,Team,Position,Height,Weight,DOB,Age,YrsExp,CapHit
CBaumanLAC,Casey Bauman,LAC,QB,6-6,238,5/18/2000,24,R,"$798,333"
CCollinsLAC,Chris Collins,LAC,LB,6-5,255,—,22,R,"$795,000"
CRumphLAC,Chris Rumph II,LAC,LB,6-2,244,10/19/1998,25,4,"$1,243,385"
CWilcoxLAC,Chris Wilcox,LAC,CB,6-2,195,10/30/1997,26,1,"$795,000"
CHintonLAC,Christopher Hinton,LAC,DT,6-4,310,9/14/2000,23,2,"$985,000"
CJohnsonLAC,Cornelius Johnson,LAC,WR,6-3,208,11/29/2000,23,R,"$815,184"
DCharkLAC,D.J. Chark,LAC,WR,6-3,200,9/23/1996,27,7,"$2,890,000"
DHenleyLAC,Daiyan Henley,LAC,LB,6-1,225,11/18/1999,24,2,"$1,231,915"
DLeonardLAC,Deane Leonard,LAC,CB,6-0,195,11/20/1999,24,3,"$1,009,916"
DPerrymanLAC,Denzel Perryman,LAC,MLB,5-11,240,12/5/1992,31,10,"$2,175,000"
DDavisLAC,Derius Davis,LAC,WR,5-8,165,9/11/2000,23,2,"$1,092,982"
DJamesLAC,Derwin James,LAC,FS,6-2,215,8/3/1996,27,7,"$19,856,494"
DParhamLAC,Donald Parham,LAC,TE,6-8,237,8/16/1997,26,5,"$1,325,000"
EStickLAC,Easton Stick,LAC,QB,6-1,224,9/15/1995,28,6,"$1,292,500"
EDotsonLAC,Elijah Dotson,LAC,RB,5-9,202,1/19/1999,25,2,"$915,000"
FSarellLAC,Foster Sarell,LAC,OT,6-6,322,8/28/1998,25,3,"$985,000"
GEdwardsLAC,Gus Edwards,LAC,RB,6-1,238,4/13/1995,29,7,"$2,250,000"
HHurstLAC,Hayden Hurst,LAC,TE,6-4,245,8/24/1993,30,7,"$1,125,000"
ISpillerLAC,Isaiah Spiller,LAC,RB,6-1,215,8/9/2001,22,3,"$1,169,238"
JDobbinsLAC,J.K. Dobbins,LAC,RB,5-10,215,12/17/1998,25,5,"$1,130,000"
JScottLAC,J.K. Scott,LAC,P,6-5,208,10/30/1995,28,6,"$2,510,000"
JWoodsLAC,J.T. Woods,LAC,SAF,6-2,193,6/10/2000,24,3,"$1,439,029"
JTaylorLAC,Ja'Sir Taylor,LAC,CB,5-10,185,1/8/1999,25,3,"$1,018,003"
JGillLAC,Jaelen Gill,LAC,WR,6-0,185,—,22,R,"$796,000"
JPhillipsLAC,Jalyn Phillips,LAC,SAF,6-1,205,8/20/2001,22,R,"$797,166"
JSalyerLAC,Jamaree Salyer,LAC,OG,6-4,325,7/13/2000,24,3,"$1,028,983"
JPattersonLAC,Jaret Patterson,LAC,RB,5-8,195,12/23/1999,24,2,"$985,000"
JJohnsonLAC,Jaylen Johnson,LAC,WR,6-2,194,—,22,R,"$796,333"
JJean-BaptisteLAC,Jeremiah Jean-Baptiste,LAC,LB,6-2,230,5/31/2001,23,R,"$796,333"
JClarkLAC,Jerrod Clark,LAC,NT,6-3,334,11/16/1999,24,1,"$795,000"
JAltLAC,Joe Alt,LAC,OT,6-8,322,2/28/2003,21,R,"$6,029,262"
JBosaLAC,Joey Bosa,LAC,LB,6-5,280,7/11/1995,29,9,"$26,111,666"
JMcFaddenLAC,Jordan McFadden,LAC,OG,6-2,303,11/16/1999,24,2,"$993,035"
JHarrisLAC,Josh Harris,LAC,LS,6-1,224,4/27/1989,35,13,"$1,460,000"
JPalmerLAC,Josh Palmer,LAC,WR,6-1,210,9/22/1999,24,4,"$3,370,919"
JColsonLAC,Junior Colson,LAC,LB,6-3,247,12/6/2002,21,R,"$1,095,819"
JEboigbeLAC,Justin Eboigbe,LAC,DT,6-5,292,4/9/2001,23,R,"$1,004,753"
JHerbertLAC,Justin Herbert,LAC,QB,6-6,236,3/10/1998,26,5,"$19,345,675"
KBarnhartLAC,Karsen Barnhart,LAC,OT,6-5,316,3/2/2001,23,R,"$800,000"
KMackLAC,Khalil Mack,LAC,OLB,6-3,269,2/22/1991,33,11,"$25,395,000"
KVidalLAC,Kimani Vidal,LAC,RB,5-8,215,8/28/2001,22,R,"$846,859"
KFultonLAC,Kristian Fulton,LAC,CB,5-11,197,9/3/1998,25,4,"$2,885,000"
LMcConkeyLAC,Ladd McConkey,LAC,WR,6-0,185,11/11/2001,22,R,"$1,817,306"
LJohnsonLAC,Leon Johnson,LAC,WR,6-5,215,6/12/2001,23,R,"$800,000"
LBensonLAC,Luke Benson,LAC,TE,6-4,233,—,22,R,"$797,000"
MHankinsLAC,Matt Hankins,LAC,CB,5-11,185,2/22/1999,25,1,"$795,000"
MDugganLAC,Max Duggan,LAC,QB,6-1,207,3/12/2001,23,1,"$795,000"
MMasonLAC,Micheal Mason,LAC,DE,6-3,280,—,22,R,"$798,333"
MFoxLAC,Morgan Fox,LAC,DE,6-3,275,9/12/1994,29,8,"$4,750,000"
NNiemannLAC,Nick Niemann,LAC,LB,6-3,244,12/2/1997,26,4,"$1,108,502"
OOgbonniaLAC,Otito Ogbonnia,LAC,DT,6-4,320,8/25/2000,23,3,"$1,064,722"
PFordLAC,Poona Ford,LAC,DT,5-11,310,11/19/1995,28,7,"$1,790,000"
POlatokeLAC,Praise Olatoke,LAC,WR,6-2,197,—,22,R,"$795,000"
QJohnstonLAC,Quentin Johnston,LAC,WR,6-4,215,9/6/2001,22,2,"$3,224,724"
RSlaterLAC,Rashawn Slater,LAC,OT,6-4,315,3/26/1999,25,4,"$5,291,923"
RKennedyLAC,Robert Kennedy,LAC,DB,5-10,188,—,22,R,"$796,666"
SJacksonLAC,Savion Jackson,LAC,LB,6-2,290,—,22,R,"$796,666"
SMatlockLAC,Scott Matlock,LAC,DT,6-4,296,6/28/2000,24,2,"$958,073"
SLeeLAC,Shane Lee,LAC,LB,6-0,240,—,22,R,"$795,666"
SFehokoLAC,Simi Fehoko,LAC,WR,6-4,218,11/5/1997,26,4,"$1,055,000"
SSmarttLAC,Stone Smartt,LAC,TE,6-4,226,10/4/1998,25,3,"$986,668"
TStillLAC,Tarheeb Still,LAC,DB,6-1,196,6/9/2002,22,R,"$888,930"
THarperLAC,Thomas Harper,LAC,SAF,5-10,195,11/5/2000,23,R,"$798,333"
TJeffersonLAC,Tony Jefferson,LAC,SS,5-11,211,1/27/1992,32,10,"$985,000"
TMorris-BrashLAC,Tre'Mon Morris-Brash,LAC,LB,6-2,245,—,22,R,"$796,666"
TPipkinsLAC,Trey Pipkins,LAC,OT,6-6,307,9/5/1996,27,6,"$8,750,000"
TDyeLAC,Troy Dye,LAC,LB,6-3,231,9/18/1996,27,5,"$1,790,000"
TTuipulotuLAC,Tuli Tuipulotu,LAC,LB,6-3,266,9/3/2002,21,2,"$1,493,496"
TShelbyLAC,Ty Shelby,LAC,LB,6-3,249,10/14/1998,25,1,"$795,000"
WDisslyLAC,Will Dissly,LAC,TE,6-4,265,7/8/1996,28,7,"$2,625,000"
WPatrickLAC,Willis Patrick,LAC,OL,6-4,338,—,22,R,"$800,833"
ZHeinsLAC,Zach Heins,LAC,TE,6-7,260,—,22,R,"$796,666"
ZWaltonLAC,Zamari Walton,LAC,DB,6-3,185,5/31/1998,26,R,"$800,000"
ZJohnsonLAC,Zion Johnson,LAC,OG,6-3,316,11/18/1999,24,3,"$4,021,822"
AArcuriLAR,A.J. Arcuri,LAR,OT,6-7,320,8/13/1997,26,2,"$915,000"
AJacksonLAR,Alaric Jackson,LAR,OT,6-7,285,7/14/1998,26,4,"$4,890,000"
AWardLAR,Alex Ward,LAR,LS,6-4,240,4/21/1999,25,2,"$916,666"
AGoodlowLAR,Anthony Goodlow,LAR,DE,6-5,283,7/25/2000,23,R,"$801,666"
BLimmerLAR,Beaux Limmer,LAR,OG,6-5,307,6/10/2001,23,R,"$829,597"
BCorumLAR,Blake Corum,LAR,RB,5-8,214,11/25/2000,23,R,"$1,047,957"
BLarsonLAR,Blake Larson,LAR,OL,6-7,300,3/26/2000,24,R,"$797,500"
BBrownLAR,Bobby Brown III,LAR,DT,6-4,324,8/7/2000,23,4,"$1,244,133"
BScottLAR,Boston Scott,LAR,RB,5-6,203,4/27/1995,29,6,"$1,085,000"
BFiskeLAR,Braden Fiske,LAR,DT,6-4,295,1/18/2000,24,R,"$1,710,931"
BJacksonLAR,Brennan Jackson,LAR,LB,6-4,266,10/14/2000,23,R,"$877,342"
BYoungLAR,Byron Young,LAR,LB,6-2,250,3/13/1998,26,2,"$1,262,554"
CLampkinLAR,Cam Lampkin,LAR,DB,6-11,173,—,22,R,"$796,666"
CMcCutcheonLAR,Cameron McCutcheon,LAR,CB,6-1,204,4/3/2000,24,1,"$795,000"
CWoodsLAR,Charles Woods,LAR,DB,5-11,191,—,22,R,"$795,666"
CRozeboomLAR,Christian Rozeboom,LAR,LB,6-2,230,1/30/1997,27,4,"$1,400,000"
CParkinsonLAR,Colby Parkinson,LAR,TE,6-7,251,1/7/1999,25,5,"$3,583,333"
CKuppLAR,Cooper Kupp,LAR,WR,6-2,208,6/15/1993,31,8,"$29,780,000"
CDurdenLAR,Cory Durden,LAR,DT,6-4,292,1/26/1999,25,1,"$915,000"
DWilliamsLAR,Darious Williams,LAR,DB,5-9,187,3/15/1993,31,7,"$4,666,666"
DOlajigaLAR,David Olajiga,LAR,DT,6-3,276,—,22,R,"$796,000"
DAllenLAR,Davis Allen,LAR,TE,6-6,245,2/3/2001,23,2,"$976,245"
DRobinsonLAR,Demarcus Robinson,LAR,WR,6-1,203,9/21/1994,29,9,"$4,000,000"
DKendrickLAR,Derion Kendrick,LAR,CB,6-0,190,8/24/2000,23,3,"$1,018,003"
DJohnsonLAR,Desjuan Johnson,LAR,DE,6-3,252,9/2/1999,24,2,"$934,446"
DStoopsLAR,Drake Stoops,LAR,WR,5-10,189,6/16/1999,25,R,"$797,666"
DWinnLAR,Dresser Winn,LAR,QB,6-3,215,11/11/1998,25,1,"$795,000"
ENealLAR,Eli Neal,LAR,LB,6-0,226,—,22,R,"$798,000"
EJonesLAR,Ernest Jones,LAR,LB,6-2,230,11/22/1999,24,4,"$3,326,154"
EEvansLAR,Ethan Evans,LAR,P,6-3,231,7/19/2001,22,2,"$942,000"
GMillerLAR,Grant Miller,LAR,OG,6-3,306,9/22/1998,25,1,"$795,000"
HLongLAR,Hunter Long,LAR,TE,6-5,253,8/19/1998,25,4,"$1,337,550"
JLaapLAR,J.J. Laap,LAR,WR,6-1,190,—,22,R,"$795,666"
JHummelLAR,Jake Hummel,LAR,LB,6-1,235,1/4/1999,25,3,"$986,668"
JVerseLAR,Jared Verse,LAR,DE,6-4,260,11/4/2000,23,R,"$2,751,699"
JTaylorLAR,Jason Taylor II,LAR,SAF,6-0,204,12/30/1999,24,2,"$939,508"
JJohnsonLAR,John Johnson,LAR,SS,6-0,209,12/19/1995,28,8,"$1,152,500"
JJacksonLAR,Jonah Jackson,LAR,OG,6-4,311,2/5/1997,27,5,"$13,666,665"
JWhittingtonLAR,Jordan Whittington,LAR,WR,6-1,204,2/19/2000,24,R,"$829,597"
JNoteboomLAR,Joseph Noteboom,LAR,OG,6-5,321,6/19/1995,29,7,"$11,617,647"
JWallaceLAR,Josh Wallace,LAR,CB,6-0,190,7/5/2000,24,R,"$815,000"
JKartyLAR,Joshua Karty,LAR,K,6-2,208,3/7/2002,22,R,"$829,597"
JDedichLAR,Justin Dedich,LAR,OL,6-2,295,—,22,R,"$797,500"
KLevestonLAR,K.T. Leveston,LAR,OL,6-4,337,10/28/1999,24,R,"$815,184"
KCurlLAR,Kamren Curl,LAR,SAF,6-2,198,3/3/1999,25,5,"$4,235,294"
KKinchensLAR,Kamren Kinchens,LAR,SAF,5-11,205,9/29/2002,21,R,"$1,017,511"
KThomasLAR,Keir Thomas,LAR,LB,6-2,275,1/25/1998,26,3,"$985,000"
KLoganLAR,Kenny Logan,LAR,SAF,6-0,205,10/25/2000,23,R,"$798,333"
KDotsonLAR,Kevin Dotson,LAR,OG,6-4,321,9/18/1996,27,5,"$12,666,666"
KTurnerLAR,Kobie Turner,LAR,DT,6-2,288,4/26/1999,25,2,"$1,225,334"
KWilliamsLAR,Kyren Williams,LAR,RB,5-9,195,8/26/2000,23,3,"$1,062,602"
LMurchisonLAR,Larrell Murchison,LAR,DT,6-2,297,4/24/1997,27,5,"$1,035,000"
LBrussLAR,Logan Bruss,LAR,OG,6-5,309,10/6/1998,25,2,"$795,000"
MStaffordLAR,Matt Stafford,LAR,QB,6-3,220,2/7/1988,36,16,"$49,500,000"
MHoechtLAR,Michael Hoecht,LAR,LB,6-4,310,10/5/1997,26,4,"$2,985,000"
MMcAllisterLAR,Mike McAllister,LAR,OL,6-2,305,6/12/1999,25,1,"$795,000"
MForristallLAR,Miller Forristall,LAR,TE,6-5,244,3/11/1998,26,1,"$985,000"
NJohnsonLAR,Neal Johnson,LAR,TE,6-4,260,—,22,R,"$798,333"
NHamptonLAR,Nick Hampton,LAR,LB,6-3,235,4/5/2000,24,2,"$989,777"
NKalinicLAR,Nikola Kalinic,LAR,TE,6-4,245,1/21/1997,27,2,"$915,000"
OMathisLAR,Ochaun Mathis,LAR,LB,6-5,260,1/8/1999,25,2,"$960,617"
OFatukasiLAR,Olakunle Fatukasi,LAR,ILB,6-2,240,6/11/1999,25,2,"$915,000"
OSpeightsLAR,Omar Speights,LAR,LB,6-1,235,3/2/2001,23,R,"$798,000"
PNacuaLAR,Puka Nacua,LAR,WR,6-2,205,5/29/2001,23,2,"$976,245"
QLakeLAR,Quentin Lake,LAR,SAF,6-1,201,1/29/1999,25,3,"$1,018,003"
RHavensteinLAR,Rob Havenstein,LAR,OT,6-8,330,5/13/1992,32,10,"$14,703,294"
RRiversLAR,Ronnie Rivers,LAR,RB,5-9,195,1/31/1999,25,3,"$985,000"
RYeastLAR,Russ Yeast,LAR,SAF,5-10,195,5/8/1999,25,3,"$1,004,253"
SWigluszLAR,Sam Wiglusz,LAR,WR,6-0,183,7/24/1999,24,R,"$796,000"
SJollyLAR,Shaun Jolly,LAR,DB,5-9,180,10/17/1998,25,3,"$985,000"
SBennettLAR,Stetson Bennett,LAR,QB,5-11,190,10/28/1997,26,1,"$969,783"
SAvilaLAR,Steve Avila,LAR,OG,6-3,332,10/16/1999,24,2,"$2,102,888"
TBrownLAR,Tanner Brown,LAR,K,6-0,177,12/28/1999,24,R,"$795,000"
TIngleLAR,Tanner Ingle,LAR,SAF,5-8,179,10/29/1999,24,1,"$795,000"
TWhiteLAR,Tre'Davious White,LAR,CB,5-9,192,1/16/1995,29,8,"$3,485,294"
TReederLAR,Troy Reeder,LAR,LB,6-3,245,9/13/1994,29,6,"$985,000"
TLetuligasenoaLAR,Tuli Letuligasenoa,LAR,DL,6-1,292,6/9/2000,24,R,"$798,333"
TAtwellLAR,Tutu Atwell,LAR,WR,5-9,165,10/7/1999,24,4,"$1,880,040"
TDavisLAR,Tyler Davis,LAR,DT,6-2,300,11/1/2000,23,R,"$840,638"
THigbeeLAR,Tyler Higbee,LAR,TE,6-6,255,1/1/1993,31,9,"$12,608,639"
TJohnsonLAR,Tyler Johnson,LAR,WR,6-1,206,8/25/1998,25,4,"$1,130,000"
WMcClendonLAR,Warren McClendon,LAR,OT,6-4,300,4/11/2001,23,2,"$976,245"
XSmithLAR,Xavier Smith,LAR,WR,5-9,174,9/21/1997,26,1,"$795,000"
ZEvansLAR,Zach Evans,LAR,RB,5-11,202,5/30/2001,23,2,"$948,333"
ZVanValkenburgLAR,Zach VanValkenburg,LAR,LB,6-4,263,2/17/1998,26,2,"$915,000"
ZThomasLAR,Zachary Thomas,LAR,OT,6-5,300,5/26/1998,26,3,"$985,000"
AColeLV,A.J. Cole,LV,P,6-4,220,11/27/1995,28,6,"$3,517,000"
AButlerLV,Adam Butler,LV,DT,6-5,300,4/12/1994,30,6,"$1,900,000"
AO'ConnellLV,Aidan O'Connell,LV,QB,6-3,210,9/1/1998,25,2,"$1,042,345"
ABachmanLV,Alex Bachman,LV,WR,6-0,190,5/29/1996,28,1,"$915,000"
AMattisonLV,Alexander Mattison,LV,RB,5-11,220,6/19/1998,26,6,"$1,984,000"
ABurneyLV,Amari Burney,LV,LB,6-2,228,6/19/2000,24,2,"$956,279"
AGainerLV,Amari Gainer,LV,LB,6-3,235,—,22,R,"$801,666"
AAbdullahLV,Ameer Abdullah,LV,RB,5-9,203,6/13/1993,31,10,"$1,850,000"
AJamesLV,Andre James,LV,C,6-4,300,5/2/1997,27,6,"$6,296,666"
ACokerLV,Andrew Coker,LV,OL,6-7,315,3/23/2001,23,R,"$801,666"
APeatLV,Andrus Peat,LV,OG,6-7,316,11/4/1993,30,10,"$2,230,000"
ABrownLV,Anthony Brown,LV,QB,6-1,223,7/27/1998,25,1,"$915,000"
BBrownLV,Ben Brown,LV,C,6-5,312,5/19/1998,26,2,"$915,000"
BBrownLV,Brittain Brown,LV,RB,6-1,205,10/10/1997,26,3,"$1,004,964"
BFacysonLV,Brandon Facyson,LV,DB,6-2,197,9/8/1994,29,7,"$2,956,000"
BBowersLV,Brock Bowers,LV,TE,6-4,230,12/13/2002,21,R,"$3,297,961"
BYoungLV,Byron Young,LV,DT,6-3,292,11/10/2000,23,2,"$1,288,343"
CBradleyLV,Carter Bradley,LV,QB,6-3,216,3/9/2000,24,R,"$803,333"
CSnowdenLV,Charles Snowden,LV,DE,6-7,245,3/27/1998,26,1,"$795,000"
CWilkinsLV,Christian Wilkins,LV,DT,6-4,310,12/20/1995,28,6,"$10,300,000"
CSmithLV,Christopher Smith,LV,SS,5-11,195,5/1/2000,24,2,"$976,245"
CBarringtonLV,Clark Barrington,LV,OL,6-5,306,—,22,R,"$796,000"
CWhitehairLV,Cody Whitehair,LV,C,6-3,316,7/11/1992,32,9,"$2,625,000"
CFotheringhamLV,Cole Fotheringham,LV,TE,6-4,243,10/11/1997,26,1,"$795,000"
CArmstrongLV,Cornell Armstrong,LV,DB,6-0,185,9/22/1995,28,5,"$985,000"
DTurnerLV,D.J. Turner,LV,WR,5-9,206,1/18/1997,27,3,"$985,000"
DWagnerLV,Dalton Wagner,LV,OT,6-8,320,10/5/1998,25,2,"$803,333"
DCarlsonLV,Daniel Carlson,LV,K,6-5,215,1/23/1995,29,7,"$4,650,000"
DButlerLV,Darien Butler,LV,LB,6-0,225,2/29/2000,24,3,"$990,000"
DAdamsLV,Davante Adams,LV,WR,6-1,215,12/24/1992,31,11,"$25,350,000"
DRichardsonLV,Decamerion Richardson,LV,CB,6-2,195,3/16/2001,23,R,"$995,254"
DGlazeLV,Delmar Glaze,LV,OL,6-5,323,—,22,R,"$1,066,507"
DDeabloLV,Divine Deablo,LV,LB,6-3,223,8/17/1998,25,4,"$3,361,606"
DLaubeLV,Dylan Laube,LV,RB,5-10,208,12/14/1999,24,R,"$833,798"
DParhamLV,Dylan Parham,LV,OG,6-3,285,8/24/1999,24,3,"$1,399,481"
GMinshewLV,Gardner Minshew,LV,QB,6-1,225,5/16/1996,28,6,"$8,000,000"
HBryantLV,Harrison Bryant,LV,TE,6-5,230,4/23/1998,26,5,"$3,375,000"
IPola-MaoLV,Isaiah Pola-Mao,LV,SAF,6-4,205,6/30/1999,25,3,"$985,000"
JSheppardLV,Ja'Quan Sheppard,LV,DB,6-2,202,—,22,R,"$803,333"
JJonesLV,Jack Jones,LV,CB,5-11,175,12/20/1997,26,3,"$985,000"
JPowers-JohnsonLV,Jackson Powers-Johnson,LV,C,6-3,334,1/23/2003,21,R,"$1,594,138"
JBobenmoyerLV,Jacob Bobenmoyer,LV,LS,6-2,235,5/28/1997,27,5,"$1,125,000"
JJohanningLV,Jacob Johanning,LV,OG,6-2,290,—,22,R,"$803,333"
JMeyersLV,Jakobi Meyers,LV,WR,6-2,200,11/9/1996,27,6,"$9,477,333"
JBennettLV,Jakorian Bennett,LV,DB,5-11,195,8/23/2000,23,2,"$1,120,897"
JGuytonLV,Jalen Guyton,LV,WR,6-1,212,6/7/1997,27,5,"$1,080,500"
JMcKenzieLV,Jalen McKenzie,LV,OT,6-5,315,7/10/1999,25,1,"$795,000"
JRobinsonLV,Janarius Robinson,LV,DE,6-5,260,5/4/1998,26,4,"$985,000"
JGrantLV,Jaydon Grant,LV,SAF,6-0,190,6/15/1998,26,1,"$795,000"
JForemanLV,Jeff Foreman,LV,WR,6-0,186,12/26/1999,24,R,"$798,333"
JJenkinsLV,John Jenkins,LV,DT,6-3,327,7/11/1989,35,12,"$3,000,000"
JMeredithLV,Jordan Meredith,LV,OG,6-2,300,1/4/1998,26,2,"$915,000"
KMaugaLV,Kanai Mauga,LV,ILB,6-2,245,1/8/2000,24,2,"$915,000"
KMillerLV,Kolton Miller,LV,OT,6-8,325,10/9/1995,28,7,"$15,680,998"
KWilkersonLV,Kristian Wilkerson,LV,WR,6-1,214,1/10/1997,27,3,"$985,000"
LMastersonLV,Luke Masterson,LV,LB,6-1,220,1/7/1998,26,3,"$988,334"
MDevonshireLV,M.J. Devonshire,LV,DB,5-11,179,9/12/2000,23,R,"$822,374"
MKoonceLV,Malcolm Koonce,LV,DE,6-2,250,6/6/1998,26,4,"$1,590,260"
MEppsLV,Marcus Epps,LV,SAF,6-0,191,1/27/1996,28,6,"$7,292,500"
MMcCallLV,Marquan McCall,LV,DT,6-3,345,3/26/1999,25,2,"$915,000"
MButlerLV,Matthew Butler,LV,DT,6-3,290,6/10/1999,25,2,"$915,000"
MCrosbyLV,Maxx Crosby,LV,DE,6-5,255,8/22/1997,26,6,"$30,483,250"
MGallupLV,Michael Gallup,LV,WR,6-1,205,3/4/1996,28,7,"$1,750,000"
MMayerLV,Michael Mayer,LV,TE,6-4,265,7/6/2001,23,2,"$2,116,736"
NHobbsLV,Nate Hobbs,LV,CB,6-1,195,6/24/1999,25,4,"$3,441,763"
NShannonLV,Noah Shannon,LV,DL,6-1,300,3/16/2000,24,R,"$795,000"
PSanfordLV,Phalen Sanford,LV,DB,5-11,195,12/9/1999,24,R,"$796,666"
RKeytonLV,Ramel Keyton,LV,WR,6-3,197,9/14/2000,23,R,"$795,833"
RWilliamsLV,Rayshad Williams,LV,DB,6-2,209,—,22,R,"$795,000"
RSpillaneLV,Robert Spillane,LV,LB,6-1,229,12/14/1995,28,6,"$5,300,000"
RStoneLV,Ron Stone Jr.,LV,DE,6-3,246,—,22,R,"$801,666"
SWebbLV,Sam Webb,LV,CB,6-2,195,5/19/1998,26,2,"$985,000"
SMcCormickLV,Sincere McCormick,LV,RB,5-9,205,9/10/2000,23,2,"$795,000"
TFranklinLV,T.J. Franklin,LV,DT,6-5,257,—,22,R,"$796,666"
TMunfordLV,Thayer Munford,LV,OT,6-6,315,9/18/1999,24,3,"$1,009,265"
TFoxLV,Tomari Fox,LV,DL,6-2,288,—,22,R,"$795,000"
TEichenbergLV,Tommy Eichenberg,LV,LB,6-2,239,1/11/2001,23,R,"$879,428"
TTuckerLV,Tre Tucker,LV,WR,5-9,185,3/8/2001,23,2,"$1,205,473"
TMoehrigLV,Trevon Moehrig,LV,SAF,6-2,202,6/16/1999,25,4,"$4,141,457"
TTaylorLV,Trey Taylor,LV,SAF,6-0,213,1/30/2001,23,R,"$824,682"
TWilsonLV,Tyree Wilson,LV,DE,6-6,275,5/20/2000,24,2,"$5,683,068"
TMcAllisterLV,Tyreik McAllister,LV,WR,5-11,180,4/7/1998,26,1,"$795,000"
WPutnamLV,Will Putnam,LV,C,6-4,310,8/13/2000,23,R,"$798,333"
ZGentryLV,Zach Gentry,LV,TE,6-8,265,9/10/1996,27,5,"$1,125,000"
ZWhiteLV,Zamir White,LV,RB,6-0,215,9/18/1999,24,3,"$1,170,981"
ABrewerMIA,Aaron Brewer,MIA,C,6-1,295,10/28/1997,26,5,"$2,528,000"
AIngoldMIA,Alec Ingold,MIA,FB,6-1,232,7/9/1996,28,6,"$3,130,000"
AMeyerMIA,Andrew Meyer,MIA,C,6-3,295,1/14/2000,24,R,"$800,000"
ASchwartzMIA,Anthony Schwartz,MIA,WR,6-0,186,9/5/2000,23,3,"$985,000"
AWalkerMIA,Anthony Walker Jr.,MIA,MLB,6-1,235,8/8/1995,28,8,"$1,152,500"
AJacksonMIA,Austin Jackson,MIA,OT,6-5,320,8/11/1999,24,5,"$4,577,113"
BMatosMIA,Bayron Matos,MIA,OT,6-7,313,12/8/2000,23,R,"$802,500"
BJonesMIA,Benito Jones,MIA,DT,6-1,335,11/27/1997,26,4,"$1,790,000"
BFergusonMIA,Blake Ferguson,MIA,LS,6-3,240,4/21/1997,27,5,"$1,262,500"
BChubbMIA,Bradley Chubb,MIA,OLB,6-4,268,6/24/1996,28,7,"$15,851,488"
BPiliMIA,Brandon Pili,MIA,DT,6-3,319,4/2/1999,25,2,"$915,000"
BBerriosMIA,Braxton Berrios,MIA,WR,5-9,185,10/6/1995,28,7,"$2,132,353"
BSandersMIA,Braylon Sanders,MIA,WR,6-1,190,1/21/1999,25,1,"$915,000"
CCampbellMIA,Calais Campbell,MIA,DE,6-8,282,9/1/1986,37,17,"$2,000,000"
CBrownMIA,Cam Brown,MIA,LB,6-5,235,4/1/1998,26,5,"$1,152,500"
CSmithMIA,Cam Smith,MIA,CB,6-1,180,12/21/2000,23,2,"$1,597,371"
CGoodeMIA,Cameron Goode,MIA,LB,6-3,245,4/15/1998,26,2,"$915,000"
CTindallMIA,Channing Tindall,MIA,LB,6-2,236,3/28/2000,24,3,"$1,375,883"
CHinesMIA,Chasen Hines,MIA,OG,6-3,320,4/3/2000,24,2,"$915,000"
CRobinsonMIA,Chop Robinson,MIA,LB,6-3,254,1/2/2003,21,R,"$2,722,950"
CBrooksMIA,Christopher Brooks,MIA,RB,6-1,223,1/11/2000,24,2,"$915,666"
DHandMIA,Da'Shawn Hand,MIA,DE,6-3,297,11/14/1995,28,7,"$1,152,500"
DLongMIA,David Long Jr.,MIA,LB,5-11,227,10/12/1996,27,6,"$6,710,000"
DAchaneMIA,Devon Achane,MIA,RB,5-9,188,10/13/2001,22,2,"$1,235,784"
DRileyMIA,Duke Riley,MIA,MLB,6-1,227,8/9/1994,29,8,"$3,085,000"
DSmytheMIA,Durham Smythe,MIA,TE,6-6,246,8/9/1995,28,7,"$3,316,960"
ECampbellMIA,Elijah Campbell,MIA,DB,5-11,200,8/24/1995,28,5,"$1,475,000"
EEzukanmaMIA,Erik Ezukanma,MIA,WR,6-2,206,1/25/2000,24,2,"$1,166,248"
EBonnerMIA,Ethan Bonner,MIA,CB,6-1,186,10/23/1999,24,1,"$915,000"
GHardisonMIA,Gavin Hardison,MIA,QB,6-2,206,5/15/2000,24,R,"$796,666"
GMurphyMIA,Grayson Murphy,MIA,LB,6-2,249,10/13/2000,23,R,"$798,333"
HRucciMIA,Hayden Rucci,MIA,TE,6-5,247,1/27/2001,23,R,"$795,500"
IBrownMIA,Ireland Brown,MIA,C,6-3,300,6/13/2001,23,R,"$795,000"
IJohnsonMIA,Isaiah Johnson,MIA,DB,6-3,205,3/29/2000,24,R,"$800,833"
IMackMIA,Isaiah Mack,MIA,DT,6-1,299,3/19/1996,28,3,"$985,000"
IWynnMIA,Isaiah Wynn,MIA,OG,6-2,310,12/9/1995,28,7,"$1,585,000"
JDriscollMIA,Jack Driscoll,MIA,OT,6-5,312,4/1/1997,27,5,"$1,790,000"
JPhillipsMIA,Jaelan Phillips,MIA,LB,6-5,263,5/28/1999,25,4,"$4,460,338"
JBaileyMIA,Jake Bailey,MIA,P,6-2,214,6/18/1997,27,6,"$1,675,000"
JRamseyMIA,Jalen Ramsey,MIA,CB,6-1,208,10/24/1994,29,9,"$7,955,000"
JMaitreMIA,Jason Maitre,MIA,DB,5-10,188,2/1/2000,24,R,"$795,000"
JSandersMIA,Jason Sanders,MIA,K,5-11,195,11/16/1995,28,7,"$4,506,500"
